ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_01000219	anthropogenic terrestrial biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000220	tropical woodland biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000220	tropical woodland biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000220	tropical woodland biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000220	tropical woodland biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000220	tropical woodland biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000220	tropical woodland biome	env_broad_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000175/woodland biome @ 0.9
ENVO_01000220	tropical woodland biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000221	temperate woodland biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000221	temperate woodland biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000221	temperate woodland biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000221	temperate woodland biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000221	temperate woodland biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000221	temperate woodland biome	env_broad_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000175/woodland biome @ 0.9
ENVO_01000221	temperate woodland biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000222	subtropical woodland biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000222	subtropical woodland biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000222	subtropical woodland biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000222	subtropical woodland biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000222	subtropical woodland biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000222	subtropical woodland biome	env_broad_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000175/woodland biome @ 0.9
ENVO_01000222	subtropical woodland biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000223	montane savanna biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000223	montane savanna biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000223	montane savanna biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000223	montane savanna biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000223	montane savanna biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000223	montane savanna biome	env_broad_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000175/woodland biome @ 0.9
ENVO_01000223	montane savanna biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000223	montane savanna biome	env_broad_scale	SymbiontAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000178/savanna biome @ 0.8
ENVO_01000229	mediterranean savanna biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000229	mediterranean savanna biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000229	mediterranean savanna biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000229	mediterranean savanna biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000229	mediterranean savanna biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000229	mediterranean savanna biome	env_broad_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000175/woodland biome @ 0.9
ENVO_01000229	mediterranean savanna biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000229	mediterranean savanna biome	env_broad_scale	SymbiontAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000178/savanna biome @ 0.8
ENVO_01000236	basalt	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_01000245	cropland biome	env_broad_scale	Agriculture	1.0|Exact match between cropland biomes and agricultural environments.				
ENVO_01000246	village biome	env_broad_scale	Agriculture	0.7|Moderate to high confidence as villages are often associated with agricultural activities, but acknowledging the presence of non-agricultural aspects within villages.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.8
ENVO_01000246	village biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000246	village biome	env_broad_scale	BuiltEnvironment	0.8|High confidence as villages typically include built structures, but acknowledging potential variations in rural or less developed areas.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000246	village biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000246	village biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000246	village biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000246	village biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000246	village biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000247	rangeland biome	env_broad_scale	Agriculture	0.9|High confidence as rangelands are primarily used for livestock grazing, a key component of agriculture, but acknowledging potential non-agricultural rangeland uses.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.8
ENVO_01000247	rangeland biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000247	rangeland biome	env_broad_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000247	rangeland biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000247	rangeland biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000247	rangeland biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000247	rangeland biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000247	rangeland biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000248	dense settlement biome	env_broad_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.8
ENVO_01000248	dense settlement biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000248	dense settlement biome	env_broad_scale	BuiltEnvironment	0.95|High confidence due to the strong association between dense settlements and built environments, with a small allowance for potential edge cases.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000248	dense settlement biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000248	dense settlement biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000248	dense settlement biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000248	dense settlement biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000248	dense settlement biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000249	urban biome	env_broad_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.8
ENVO_01000249	urban biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000249	urban biome	env_broad_scale	BuiltEnvironment	1.0|Exact match between urban biomes and built environments.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_01000219/anthropogenic terrestrial biome @ 0.9
ENVO_01000249	urban biome	env_broad_scale	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.7
ENVO_01000249	urban biome	env_broad_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000249	urban biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.6
ENVO_01000249	urban biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.8
ENVO_01000249	urban biome	env_broad_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000446/terrestrial biome @ 0.9
ENVO_01000252	freshwater lake biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.7
ENVO_01000252	freshwater lake biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.8
ENVO_01000252	freshwater lake biome	env_broad_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000873/freshwater biome @ 0.9
ENVO_01000252	freshwater lake biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.8
ENVO_01000252	freshwater lake biome	env_broad_scale	Sediment	0.9|High confidence as freshwater lake biomes often have well-developed sediment layers that host diverse microbial communities, but acknowledging that the Sediment package may be more focused on marine and estuarine sediments.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000873/freshwater biome @ 0.95
ENVO_01000252	freshwater lake biome	env_broad_scale	Water	1.0|Exact match between freshwater lake biomes and water environments.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 1.0
ENVO_01000253	freshwater river biome	env_broad_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.7
ENVO_01000253	freshwater river biome	env_broad_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.8
ENVO_01000253	freshwater river biome	env_broad_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000873/freshwater biome @ 0.9
ENVO_01000253	freshwater river biome	env_broad_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 0.8
ENVO_01000253	freshwater river biome	env_broad_scale	Sediment	0.8|High confidence as freshwater river biomes often have sediment deposits that host microbial communities, but acknowledging that the Sediment package may be more focused on marine and estuarine sediments, and that river sediments may be more transient than those in lakes or marine environments.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00000873/freshwater biome @ 0.95
ENVO_01000253	freshwater river biome	env_broad_scale	Water	1.0|Exact match between freshwater river biomes and water environments.				0.5|Inferred from claude-3-opus-20240229 2024-05-07T11:45 EDT: ENVO_00002030/aquatic biome @ 1.0
ENVO_01000254	environmental system	env_local_scale	MicrobialMatBiofilm				0.2|The ENVO term 'environmental system' is too broad and generic to provide a meaningful local environmental context for microbial mat and biofilm samples. More specific terms related to the particular habitats or conditions associated with these samples should be used.	
ENVO_01000255	mineral deposit	env_local_scale	HydrocarbonResourcesCores				0.8|Mineral deposits, such as those associated with hydrocarbon-bearing formations, can provide important local environmental context for hydrocarbon resource cores in terms of the geological setting and potential mineral interactions.	
ENVO_01000255	mineral deposit	env_local_scale	HydrocarbonResourcesFluidsSwabs				0.6|Mineral deposits, such as those associated with hydrocarbon-bearing formations, can provide local environmental context for hydrocarbon resource fluids and swabs in terms of the geological setting and potential mineral interactions.	
ENVO_01000256	mineral material	env_medium	MiscellaneousNaturalOrArtificialEnvironment		0.7|Mineral materials can be found in various miscellaneous natural environments and some artificial ones (e.g., mines, quarries).			
ENVO_01000257	white smoker	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000215/hydrothermal vent @ 0.9
ENVO_01000257	white smoker	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_01000262	seep	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_01000263	cold seep	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_01000265	hydrothermal seep	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_01000266	water vapour	env_medium	Air		0.8|Water vapor is the gaseous form of water that is present in air, which may be relevant in some air sampling contexts, particularly in relation to humidity or cloud formation.			
ENVO_01000268	atmospheric water vapour	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_01000266/water vapour @ 0.8
ENVO_01000269	siltstone	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.5
ENVO_01000269	siltstone	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.9
ENVO_01000270	claystone	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.5
ENVO_01000270	claystone	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.9
ENVO_01000271	clastic sedimentary rock	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.5
ENVO_01000271	clastic sedimentary rock	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.9
ENVO_01000272	mudstone	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.5
ENVO_01000272	mudstone	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.9
ENVO_01000273	lime mudstone	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002016/sedimentary rock @ 0.5
ENVO_01000273	lime mudstone	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002053/limestone @ 0.8
ENVO_01000274	slate	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_01000275	structural basin	env_local_scale	HydrocarbonResourcesCores				0.9|Structural basins are large-scale geological depressions that can be important sites of hydrocarbon accumulation, providing relevant local environmental context for hydrocarbon resource cores.	
ENVO_01000275	structural basin	env_local_scale	HydrocarbonResourcesFluidsSwabs				0.7|Structural basins are large-scale geological depressions that can be important sites of hydrocarbon accumulation, providing relevant local environmental context for hydrocarbon resource fluids and swabs.	
ENVO_01000282	sedimentary stratum	env_local_scale	HydrocarbonResourcesCores				0.9|Sedimentary strata, particularly those associated with hydrocarbon-bearing formations, can provide important local environmental context for hydrocarbon resource cores in terms of the depositional environment and potential hydrocarbon source rocks.	
ENVO_01000282	sedimentary stratum	env_local_scale	HydrocarbonResourcesFluidsSwabs				0.8|Sedimentary strata, particularly those associated with hydrocarbon-bearing formations, can provide important local environmental context for hydrocarbon resource fluids and swabs in terms of the depositional environment and potential hydrocarbon source rocks.	
ENVO_01000284	amictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000285	holomictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000286	dimictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000287	polymictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000288	monomictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000289	cold monomictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000290	warm monomictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000291	cold polymictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000292	warm polymictic lake	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000020/lake @ 0.95
ENVO_01000297	freshwater river	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000029/watercourse @ 0.9
ENVO_01000298	continental margin	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_01000301	estuarine water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000301	estuarine water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_01000301	estuarine water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000301	estuarine water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002010/saline water @ 0.8
ENVO_01000301	estuarine water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000301	estuarine water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000301	estuarine water	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002010/phylloplane @ 0.9
ENVO_01000301	estuarine water	env_medium	Water		0.8|Estuarine water is a type of brackish water found in estuaries, where rivers meet the sea, and is characterized by variable salinity and unique ecological conditions.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002010/saline water @ 0.9
ENVO_01000319	rocky slope	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_01000332	gravelly slope	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_01000333	hillside	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_01000334	talus slope	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00002000/slope @ 0.8
ENVO_01000339	polar biome	env_broad_scale	HydrocarbonResourcesCores	0.5|Moderate confidence as some hydrocarbon resources, such as Arctic oil and gas, can be found in polar biomes, but acknowledging that this is not the most common setting.				
ENVO_01000348	maize field	env_local_scale	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000114/agricultural field @ 0.95
ENVO_01000348	maize field	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000114/agricultural field @ 0.9
ENVO_01000348	maize field	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000114/agricultural field @ 0.95
ENVO_01000356	granite	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_01000357	alkaline water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000357	alkaline water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_01000357	alkaline water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000357	alkaline water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000357	alkaline water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000357	alkaline water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000357	alkaline water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
